original_title,release_year,popularity,director,keywords,runtime,vote_average,Profit
The Odyssey,1997,0.339896,Andrei Konchalovsky,seduction|voyage|the odyssey,176,6.5,25197618.699245356
Picture Perfect,1997,0.285559,Glenn Gordon Caron,fire|hero|lie|career woman|photography,105,5.2,25332015.0
Anna Karenina,1997,0.2817,Bernard Rose,,108,6.0,-34208170.0
Free Willy 3: The Rescue,1997,0.276694,Sam Pillsbury,ship|whale|friends|killer whale|whaler,86,5.6,25197618.699245356
Addicted to Love,1997,0.27422199999999997,Griffin Dunne,jealousy|love|revenge|breakup,100,5.9,20047393.905853122
The Beautician and the Beast,1997,0.27268600000000004,Ken Kwapis,dictator|female protagonist|beautician,105,5.3,23823319.793392234
Eve's Bayou,1997,0.269281,Kasi Lemmons,sister sister relationship|menstruation|superstition|independent film|curse,109,5.3,25197618.699245356
The Boxer,1997,0.267436,Jim Sheridan,prison|boxer|love|violence|political,114,6.8,25197618.699245356
Excess Baggage,1997,0.26468,Marco Brambilla,trunk|kidnapping attempt|attempted kidnapping,101,5.4,25197618.699245356
Most Wanted,1997,0.263311,David Hogan,,99,6.0,-13161782.0
Nowhere,1997,0.261797,Gregg Araki,sex|eroticism|bisexuality|alien|independent film,82,5.9,-14598347.09414688
The Spanish Prisoner,1997,0.25871,David Mamet,dialogue|confidence|invention|independent film,110,7.1,25197618.699245356
Out to Sea,1997,0.258583,Martha Coolidge,cruise ship|widower|woman director,106,5.6,25197618.699245356
Nil by Mouth,1997,0.254744,Gary Oldman,violent husband|underclass|class|drug scene|addiction,128,6.4,30823319.793392234
Mean Guns,1997,0.254231,Tom Karnowski|Sazzy Lee Calhoun|Albert Pyun,will to survive|organized crime,110,6.0,25197618.699245356
The Wings of the Dove,1997,0.251819,Iain Softley,independent film|british high society|privileged life,102,6.3,25197618.699245356
The Brave,1997,0.249917,Johnny Depp,trailer park|indian|socially deprived family|dying and death|teacher,123,6.0,25197618.699245356
Midnight in the Garden of Good and Evil,1997,0.245162,Clint Eastwood,drag queen|voodoo|savannah,155,6.4,-9894745.0
12 Angry Men,1997,0.24381999999999998,William Friedkin,judge|jurors|death penalty|evidence|right and justice,117,7.5,25197618.699245356
Fever Pitch,1997,0.238058,David Evans,london|relationship problems|sport|arsenal london|jogging,102,6.0,25197618.699245356
A Simple Wish,1997,0.23585,Michael Ritchie,magic|wish|kid|fairy godmother,86,5.8,25197618.699245356
Gone Fishin',1997,0.229634,Christopher Cain,sea|boat|fishing|rogue,94,5.2,-13176680.206607766
The 6th Man,1997,0.225904,Randall Miller,college|basketball|dying man,107,4.4,25197618.699245356
An American Werewolf in Paris,1997,0.22315100000000002,Anthony Waller,paris|meat|cowardliness|animal horror,105,5.3,4570463.0
Amistad,1997,0.22136,Steven Spielberg,cuba|mutiny|slavery|sentence|historical figure,155,6.6,38000000.0
Trojan War,1997,0.216137,George Huang,alcohol|sex|robbery|condom|party,85,5.5,24823319.793392234
Affliction,1997,0.214637,Paul Schrader,,114,5.0,330054.0
Rosewood,1997,0.212272,John Singleton,racial segregation,140,6.0,-16869651.0
The Lost World: Jurassic Park,1997,0.21055,Steven Spielberg,exotic island|dna|paleontology|tyrannosaurus rex|velociraptor,129,6.1,156074524.0
Switchback,1997,0.20686300000000002,Jeb Stuart,loss of son|serial killer|train,118,5.7,-30517805.0
B.A.P.S.,1997,0.118453,Robert Townsend,burglar|restaurant|millionaire|guilt|irreverence,90,3.4,-7384864.094146879
"O Que Ã‰ Isso, Companheiro?",1997,0.195606,Bruno Barreto,assassination|brazilian|ambassador|freedom|drama,110,7.1,-14314977.09414688
Booty Call,1997,0.19226400000000002,Jeff Pollack,date|sexuality|blind date|friendship|romantic comedy,79,5.6,5434349.905853121
Gang Related,1997,0.179786,Jim Kouf,detective|surgeon|stripper|profanity|murder,102,6.4,-8835253.09414688
She's So Lovely,1997,0.171007,Nick Cassavetes,independent film,100,5.1,21823319.793392234
Tower of Terror,1997,0.17021,D.J. MacHale,hotel|halloween|hollywood|elevator,89,5.8,25197618.699245356
Doodlebug,1997,0.168542,Christopher Nolan,student movie|bug,3,6.5,25197618.699245356
RocketMan,1997,0.276219,Stuart Gillard,astronaut|chimpanzee,95,5.2,23823319.793392234
Gummo,1997,0.287643,Harmony Korine,independent film,89,6.6,38523319.79339223
La vÃ©ritÃ© si je mens !,1997,0.158203,Thomas Gilou,,100,6.4,25456000.0
Cinderella,1997,0.156333,Robert Iscove,cinderella|musical|rodgers & hammerstei,88,5.2,25197618.699245356
Wild America,1997,0.15255,William Dear,animal|naturalist,106,6.2,25197618.699245356
Hugo Pool,1997,0.066135,Robert Downey Sr.,dancing|victim|love|independent film|pool cleaner,92,4.9,25197618.699245356
Trekkies,1997,0.14890499999999898,Roger Nygard,pop culture|fan culture|documentary|science fiction|space opera,86,5.3,25197618.699245356
McHale's Navy,1997,0.148760999999999,Bryan Spicer,terror|exotic island|terrorist|us navy|base,108,4.7,-10095858.09414688
Kull the Conqueror,1997,0.147816,John Nicolella,sword|planetary configuration|sword fight|fate,95,5.7,25197618.699245356
Toothless,1997,0.14365799999999898,Melanie Mayron,afterlife|tooth fairy|dentist|woman director,92,5.5,25197618.699245356
Leave it to Beaver,1997,0.143585,Andy Cadiff,kids and family|based on tv series,84,5.7,25197618.699245356
Inventing the Abbotts,1997,0.133487,Pat O'Connor,new love|siblings|dysfunctional marriage|working class|wrong side of the tracks,110,6.5,-8699573.09414688
Good Burger,1997,0.132178,Brian Robbins,competition|fast food restaurant|job,103,5.2,25197618.699245356
The Brave Little Toaster to the Rescue,1997,0.32427,,,74,7.0,25197618.699245356
Soul Food,1997,0.076214,"George Tillman, Jr.",sister|family relationships|unity,114,6.7,25197618.699245356
The Castle,1997,0.06567200000000001,Rob Sitch,underdog|airport|court case|australian|family history,85,7.0,75114.0
Twin Town,1997,0.0645559999999999,Kevin Allen,,99,5.6,25197618.699245356
Didier,1997,0.059172,Alain Chabat,sport,104,5.6,25197618.699245356
Jack Frost,1997,0.041454000000000005,Michael Cooney,snowman|serial killer,89,6.0,25197618.699245356
Le Pari,1997,0.139139,Didier Bourdon|Bernard Campan,smoking|cigarette,100,6.1,25197618.699245356
Henry Fool,1997,0.022144999999999998,Hal Hartley,alcohol|politics|murder|fame|money,137,6.9,-13290915.09414688
Les Randonneurs,1997,0.077201,Philippe Harel,,95,4.9,25197618.699245356
Frozen,2013,6.112766000000001,Chris Buck|Jennifer Lee,queen|musical|princess|betrayal|snowman,102,7.5,1124219009.0
Gravity,2013,5.2427529999999996,Alfonso CuarÃ³n,space mission|space|astronaut|trapped in space|3d,91,7.4,611392705.0
Thor: The Dark World,2013,5.1119,Alan Taylor,marvel comic|comic|superhero|hostile takeover|norse mythology,112,6.8,309765000.0
Iron Man 3,2013,4.946136,Shane Black,terrorist|war on terror|tennessee|malibu|marvel comic,130,6.9,1015439994.0
Now You See Me,2013,4.942928,Louis Leterrier,paris|bank|secret|fbi|vault,115,7.3,42698894.0
The Hunger Games: Catching Fire,2013,4.921275,Francis Lawrence,based on novel|mentor|secret|factory|television,146,7.4,717423452.0
The Wolf of Wall Street,2013,4.877927,Martin Scorsese,corruption|sex|sexuality|bank|humor,180,7.9,292000694.0
Pacific Rim,2013,4.705208,Guillermo del Toro,dystopia|giant robot|giant monster|apocalypse|imax,131,6.7,227602906.0
Oblivion,2013,4.4059230000000005,Joseph Kosinski,spacecraft|dystopia|space|drone|imax,126,6.3,166168572.0
The Hobbit: The Desolation of Smaug,2013,4.310786,Peter Jackson,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,161,7.6,708400000.0
Man of Steel,2013,3.97246,Zack Snyder,saving the world|dc comics|superhero|based on comic book|superhuman,143,6.5,437845518.0
Her,2013,3.951582,Spike Jonze,artificial intelligence|computer|loneliness,126,7.8,24351251.0
Despicable Me 2,2013,3.928789,Pierre Coffin|Chris Renaud,secret agent|bakery|falling in love|father daughter relationship|duringcreditsstinger,98,7.0,894761885.0
Star Trek Into Darkness,2013,3.8773419999999996,J.J. Abrams,spacecraft|friendship|sequel|futuristic|space,132,7.4,277365246.0
12 Years a Slave,2013,3.6255290000000002,Steve McQueen,whip|slavery|plantation|night shift|kidnapping,134,7.9,167000000.0
Riddick,2013,3.518275,David Twohy,dystopia|revenge|alien|planet|imax,119,6.2,60337295.0
The Conjuring,2013,3.4723580000000003,James Wan,sister sister relationship|exorcism|rhode island|based on true story|farmhouse,112,7.4,305000141.0
The Great Gatsby,2013,3.200427,Baz Luhrmann,based on novel|infidelity|obsession|hope|3d,143,7.2,246040419.0
Nymphomaniac: Vol. II,2013,3.006256,Lars von Trier,sex|bondage|whip|nudity|masochism,123,6.6,-12398534.09414688
Elysium,2013,2.951594,Neill Blomkamp,dystopia|space station|class conflict,109,6.5,171140700.0
A Good Day to Die Hard,2013,2.815499,John Moore,bomb|cia|russia|escape|courthouse,98,5.2,212654182.0
The Purge,2013,2.811403,James DeMonaco,dystopia|barricade|home invasion|constitutional convention|legalized murder,86,5.8,86328627.0
Monsters University,2013,2.643496,Dan Scanlon,monster|dormitory|games|prequel|animation,104,7.0,543559607.0
World War Z,2013,2.604638,Marc Forster,dystopia|apocalypse|zombies|nuclear weapons|flesh eating zombies,116,6.7,331865000.0
The Secret Life of Walter Mitty,2013,2.497001,Ben Stiller,photographer|magazine|iceland|daydream|photograph,114,7.0,98133322.0
Ender's Game,2013,2.476989,Gavin Hood,based on novel|intolerance|chosen one|child prodigy|futuristic,114,6.6,15537191.0
We're the Millers,2013,2.443357,Rawson Marshall Thurber,mexico|police|gang|drug smuggling|drug,110,6.9,232994119.0
2 Guns,2013,2.196946,Baltasar KormÃ¡kur,undercover|undercover agent|based on comic book|number in title|money,109,6.6,70940411.0
About Time,2013,2.195536,Richard Curtis,london|father-son relationship|time travel,123,7.7,72474747.90585312
Rush,2013,2.119986,Ron Howard,world champion|sport|racing car|formula 1|automobile racing,123,7.7,52247624.0
G.I. Joe: Retaliation,2013,2.1092470000000003,Jon M. Chu,terror|assassin|secret|technology|missile,110,5.4,241876278.0
Inside Llewyn Davis,2013,2.070019,Joel Coen|Ethan Coen,folk music|performance|aspiring singer|new york city|recording,105,7.1,21935319.0
Olympus Has Fallen,2013,2.063266,Antoine Fuqua,white house|secret service|terrorist attack,120,6.2,91025640.0
Percy Jackson: Sea of Monsters,2013,2.032753,Thor Freudenthal,hermes|poseidon|demigod|golden fleece|olympus,106,5.9,84578751.0
Prisoners,2013,2.032167,Denis Villeneuve,pennsylvania|maze|vigilante|kidnapping|rural setting,153,7.8,76126687.0
The World's End,2013,2.0253349999999997,Edgar Wright,end of the world|apocalypse|trilogy|homage,109,6.6,19823319.793392234
American Hustle,2013,2.024873,David O. Russell,con artist|mobster|written by director,138,6.8,211171807.0
Warm Bodies,2013,1.999054,Jonathan Levine,post-apocalyptic|dystopia|zombies|zombie apocalypse|interspecies romance,97,6.4,81980662.0
Don Jon,2013,1.932704,Joseph Gordon-Levitt,pornography|sex|sex addiction|male female relationship|internet porn,90,5.9,33823319.79339223
Hansel & Gretel: Witch Hunters,2013,1.92107,Tommy Wirkola,witch|black magic|steampunk|good vs evil|troll,88,5.7,174803475.0
47 Ronin,2013,1.91745,Carl Rinsch,japan|samurai|number in title|samurai sword|3d,118,5.8,-24037525.0
"Batman: The Dark Knight Returns, Part 2",2013,1.905773,Jay Oliva,future|joker|robin|based on graphic novel|dystopic future,78,7.8,36323319.79339223
The Mortal Instruments: City of Bones,2013,1.875017,Harald Zwart,angel|vampire|werewolf|warlock|downworlder,130,6.2,30565421.0
Epic,2013,1.874575,Chris Wedge,fantasy|miniature people,102,6.4,168426634.0
Lone Survivor,2013,1.821423,Peter Berg,war|survival|navy seal|military|dangerous mission,121,7.4,109295601.0
Nymphomaniac: Vol. I,2013,1.800356,Lars von Trier,sex|fly fishing|virgin|nudity|uniform,118,6.7,-4339805.094146879
Dallas Buyers Club,2013,1.765514,Jean-Marc VallÃ©e,women|aids|biography|based on true story|hiv,117,7.8,50198285.0
R.I.P.D.,2013,1.6898689999999899,Robert Schwentke,gold|police operation|partner|revenge|undead,96,5.3,-68351500.0
RED 2,2013,1.675461,Dean Parisot,paris|london|cia|russia|mi6,116,6.3,-44176680.20660777
Planes,2013,1.6531639999999999,Klay Hall,crop duster|fighter jet|animation,91,5.7,169788712.0
Spring Breakers,2013,1.626627,Harmony Korine,female nudity|sex|florida|drug dealer|nudity,94,5.0,26724284.0
The English Teacher,2013,1.624323,Craig Zisk,pennsylvania|high school|teacher student relationship|high school teacher|older woman younger man relationship,91,5.6,-14520891.09414688
The Call,2013,1.5590760000000001,Brad Anderson,underground|gas station|murder|suspense|kidnapping,94,6.6,55572378.0
Evil Dead,2013,1.5264659999999999,Fede Alvarez,demon|necronomicon|duringcreditsstinger,91,6.3,80542952.0
Last Vegas,2013,1.496605,Jon Turteltaub,casino|marriage proposal|funeral|stag night|las vegas nevada,105,6.4,106402450.0
The Family,2013,1.4833290000000001,Luc Besson,france|witness protection|mafia|mafia family,111,6.1,6894225.0
Insidious: Chapter 2,2013,1.473406,James Wan,haunted house|possession|demon|family|ghost,106,6.5,34823319.79339223
The Book Thief,2013,1.470189,Brian Percival,world war ii|book|nazi germany|jewish,131,7.3,61960614.90585312
The Place Beyond the Pines,2013,1.454579,Derek Cianfrance,father-son relationship|carnival|motorcycle|bank robbery,140,6.7,20485608.0
Grown Ups 2,2013,1.447973,Dennis Dugan,,100,5.9,166984278.0
The Hangover Part III,2013,1.439458,Todd Phillips,sequel|hangover,100,6.0,259000072.0
The Croods,2013,1.432796,Kirk De Micco|Chris Sanders,stone age|daughter|father|prehistoric|ancient world,98,6.8,450178928.0
Homefront,2013,1.419386,Gary Fleder,based on novel|drug dealer|ex-cop|rural setting|undercover cop,100,6.4,21058898.0
Escape Plan,2013,1.41459,Mikael HÃ¥fstrÃ¶m,prison|muslim|ship|mystery|science fiction,115,6.7,72915111.0
Carrie,2013,1.412233,Kimberly Peirce,terror|based on novel|power|telekinesis|high school,100,5.8,52394288.0
Captain Phillips,2013,1.40572,Paul Greengrass,ship|hijacking|somalia|fisherman|blood,134,7.7,40000000.0
The Counselor,2013,1.388168,Ridley Scott,poetry|lawyer|drug smuggling|drug trafficking|red dress,117,4.9,46009334.0
White House Down,2013,1.375772,Roland Emmerich,u.s. president|conspiracy|secret service|the white house,131,6.4,55366737.0
Begin Again,2013,1.3666989999999999,John Carney,,104,7.2,55464861.0
The Big Wedding,2013,1.3635629999999999,Justin Zackham,adoption|marriage|divorce|birth mother,90,5.6,-13180652.0
Life of Crime,2013,1.358934,Daniel Schechter,kidnapper|detroit,94,5.6,-10543325.0
Short Term 12,2013,1.3339290000000001,Destin Cretton,child abuse|suicide attempt|social worker|based on short film|pregnancy,96,7.8,-13025701.09414688
Jack the Giant Slayer,2013,1.3317,Bryan Singer,based on fairy tale|giant,114,5.5,2687603.0
Runner Runner,2013,1.321896,Brad Furman,gambling|casino|gambling debts|dirty cop|puerto rico,91,5.5,32616646.0
Bullet to the Head,2013,1.319947,Walter Hill,,92,5.2,-45510171.0
What If,2013,1.316881,Michael Dowse,male female relationship|best friend|falling in love,93,6.7,-3153000.0
Delivery Man,2013,1.30454,Ken Scott,remake|sperm donor,105,6.1,25164106.0
This Is the End,2013,1.302011,Seth Rogen|Evan Goldberg,rape|monster|panic|friendship|celebrity,107,6.2,94041322.0
Jackass Presents: Bad Grandpa,2013,1.291008,Jeff Tremaine,duringcreditsstinger,92,6.1,136831537.0
Parker,2013,1.290891,Taylor Hackford,professional thief,118,5.6,11216641.0
After Earth,2013,1.28446,M. Night Shyamalan,dystopia,100,5.1,113843127.0
Only Lovers Left Alive,2013,1.2790780000000002,Jim Jarmusch,vampire|night|musician|love|blood,123,7.2,32823319.793392234
The Heat,2013,1.2753809999999999,Paul Feig,boston|fbi|buddy comedy,117,6.6,115674180.0
Saving Mr. Banks,2013,1.261132,John Lee Hancock,biography|animation|writer|moviemaking,125,7.3,77544580.0
Kick-Ass 2,2013,1.251506,Jeff Wadlow,crime fighter|secret identity|marvel comic|superhero|aftercreditsstinger,103,6.3,1000000.0
Oculus,2013,1.227417,Mike Flanagan,hallucination|supernatural|mirror|skepticism|ghost,104,6.2,39030246.0
The Lone Ranger,2013,1.21451,Gore Verbinski,texas|horse|survivor|texas ranger|partner,149,6.0,-165710090.0
Gangster Squad,2013,1.212556,Ruben Fleischer,los angeles|gangster,113,6.1,45200903.0
Identity Thief,2013,1.200825,Seth Gordon,,111,5.6,138965010.0
The Last Stand,2013,1.191537,Kim Jee-woon,sheriff|small town|hostage|prisoner|fbi,107,5.7,9823319.793392234
Stoker,2013,1.188033,Chan-wook Park,mystery,99,6.3,77441.0
Kill Your Darlings,2013,1.138355,John Krokidas,,104,6.7,38793255.79339223
All Is Lost,2013,1.134425,J.C. Chandor,yacht|sailor|storm at sea|unconsciousness|life raft,106,6.5,-2891280.0
Texas Chainsaw 3D,2013,1.1206209999999999,John Luessenhop,sequel|gore|leatherface|slasher|chainsaw,92,5.4,27241945.0
The Spectacular Now,2013,1.116296,James Ponsoldt,alcoholism|coming of age|teen|high school senior|based on young adult book,95,6.8,4354611.0
Trance,2013,1.114792,Danny Boyle,amnesia|art thief|hypnotism|heist movie|duringcreditsstinger,101,6.4,4261569.0
Anchorman 2: The Legend Continues,2013,1.1084370000000001,Adam McKay,journalism|mustache|tv news|newsroom|gang warfare,119,6.0,123649015.0
Saving Santa,2013,1.0990229999999999,Leon Joosen|Aaron Seelman,elves|santa claus|musical|time travel|north pole,83,5.2,32323319.793392234
Oz: The Great and Powerful,2013,1.094958,Sam Raimi,circus|witch|magic|hope|illusion,130,5.6,291868548.0
Turbo,2013,1.0892680000000001,David Soren,underdog|car race|dream|speed|power,96,6.1,147570682.0
Redemption,2013,1.078745,Steven Knight,homeless person|chinese mafia|redemption,100,5.7,-11647115.0
Pain & Gain,2013,1.0755700000000001,Michael Bay,miami|scam|crime|weight lifting|weightlifting,130,6.1,61175291.0
Curse of Chucky,2013,1.072862,Don Mancini,wheelchair|escape|toy comes to life|horror icon|chucky,97,5.4,25197618.699245356
Closed Circuit,2013,1.06823,John Crowley,terrorist|ex-lover|lawyer|bombing,96,5.7,-8875300.09414688
The Host,2013,1.06549,Andrew Niccol,based on novel|mass murder|dystopia|two word title|genocide,125,6.0,19327201.0
